date,hour,keyword,locations
2011-05-10,22,medicine,"[(42.23275, 93.33286)]"
2011-05-10,22,omg,"[(42.22184, 93.35323), (42.22596, 93.51778), (42.21063, 93.38757), (42.241, 93.34723), (42.22243, 93.36321), (42.2581, 93.49302), (42.21771, 93.39956), (42.22213, 93.21183), (42.23599, 93.35043), (42.19383, 93.33605), (42.17525, 93.44469), (42.22655, 93.29491), (42.23746, 93.28093), (42.17908, 93.35323), (42.2985, 93.25577), (42.23923, 93.45547), (42.25486, 93.49781), (42.19943, 93.44948), (42.1953, 93.43391), (42.23953, 93.53815), (42.22007, 93.36281), (42.30115, 93.45428), (42.22773, 93.34444), (42.21299, 93.32447), (42.16729, 93.31608), (42.20385, 93.40115), (42.1838, 93.38638), (42.20945, 93.38078), (42.23304, 93.43311), (42.17643, 93.5078), (42.24071, 93.33485), (42.22272, 93.3692), (42.18085, 93.56451), (42.2009, 93.26296)]"
2011-05-10,22,sick,"[(42.23599, 93.49182), (42.24159, 93.34564), (42.23216, 93.33525), (42.21034, 93.36281), (42.2127, 93.41394), (42.24395, 93.55693), (42.22538, 93.50101), (42.23982, 93.35842), (42.23628, 93.35043), (42.30086, 93.503), (42.21771, 93.32607)]"
2011-05-10,22,starbucks,"[(42.21063, 93.38757), (42.18056, 93.55333), (42.23511, 93.31848), (42.21977, 93.35842), (42.2183, 93.34883), (42.21122, 93.38957), (42.18822, 93.36121), (42.22508, 93.24419), (42.20621, 93.37599)]"
2011-05-10,22,stomach,"[(42.21948, 93.54734), (42.22331, 93.35882), (42.26518, 93.40275)]"
2011-05-10,22,twitter,"[(42.28877, 93.34004), (42.22331, 93.32607), (42.29172, 93.22222), (42.24572, 93.51938), (42.26872, 93.20784), (42.21417, 93.24459), (42.27579, 93.26535), (42.21506, 93.2378), (42.24513, 93.33685), (42.20798, 93.42752), (42.18174, 93.55014), (42.21122, 93.35163), (42.2926, 93.51938), (42.18056, 93.44868), (42.2699, 93.55253), (42.2127, 93.38957), (42.28523, 93.41354), (42.18999, 93.368), (42.21211, 93.39277), (42.29378, 93.49422), (42.29496, 93.3005), (42.23363, 93.35762), (42.23894, 93.34244), (42.23452, 93.31688), (42.23304, 93.34963), (42.28022, 93.32327), (42.23481, 93.5046), (42.17908, 93.22541), (42.23245, 93.55333), (42.23717, 93.36681), (42.22744, 93.20385), (42.21535, 93.37), (42.21594, 93.3696), (42.23393, 93.32607), (42.2985, 93.25577), (42.24159, 93.34004), (42.23894, 93.32567), (42.28995, 93.19626), (42.22596, 93.33206), (42.27786, 93.32966), (42.19412, 93.41713), (42.22508, 93.30609), (42.16405, 93.46306), (42.23982, 93.35682), (42.22567, 93.32686), (42.27019, 93.40715), (42.25633, 93.53256), (42.21122, 93.50141), (42.28169, 93.3013), (42.20031, 93.29451), (42.23098, 93.37559), (42.21506, 93.43071), (42.25103, 93.41234), (42.22567, 93.53376), (42.2581, 93.41993), (42.29614, 93.2997), (42.24513, 93.32886), (42.20149, 93.21143), (42.2298, 93.37999), (42.23923, 93.33485), (42.28611, 93.44948), (42.2242, 93.22581), (42.22862, 93.34644), (42.26636, 93.46506), (42.2239, 93.35043), (42.21299, 93.39676), (42.22862, 93.35043), (42.25456, 93.42113), (42.27078, 93.47065), (42.18233, 93.30809)]"
2011-05-10,23,bad,"[(42.16818, 93.28293), (42.19206, 93.37839), (42.17083, 93.32207), (42.20798, 93.34763), (42.20474, 93.33885), (42.20385, 93.33086), (42.28287, 93.50061), (42.21358, 93.38198), (42.17289, 93.41034), (42.19442, 93.50021), (42.23186, 93.34683), (42.21122, 93.26056), (42.25633, 93.45867), (42.22154, 93.36561), (42.26253, 93.39237), (42.24218, 93.33006), (42.23245, 93.34404), (42.21682, 93.19905), (42.2755, 93.45987), (42.21712, 93.35283), (42.25456, 93.56451), (42.23717, 93.34564)]"
2011-05-10,23,caught,"[(42.22243, 93.36121), (42.21004, 93.3716)]"
2011-05-10,23,feel,"[(42.27226, 93.24898), (42.23245, 93.33445), (42.17614, 93.36561), (42.19383, 93.34324), (42.1956, 93.33046), (42.24454, 93.33845), (42.23805, 93.36641), (42.21594, 93.38358), (42.24159, 93.35642), (42.20592, 93.34963), (42.28906, 93.52337), (42.23835, 93.48623), (42.24041, 93.43311), (42.16552, 93.44269), (42.21624, 93.38039), (42.20651, 93.35962), (42.20975, 93.37479), (42.2528, 93.4403), (42.24218, 93.33006), (42.241, 93.44948), (42.24012, 93.36201), (42.22125, 93.32886), (42.18646, 93.52817), (42.22331, 93.39716), (42.20179, 93.36401), (42.21771, 93.39237), (42.22862, 93.50181)]"
2011-05-10,23,flu,"[(42.2469, 93.36081), (42.23245, 93.33166), (42.24719, 93.35083)]"
2011-05-10,23,hospital,"[(42.25958, 93.39956)]"
2011-05-10,23,lol,"[(42.20031, 93.55693), (42.2239, 93.32607), (42.22007, 93.36401), (42.23363, 93.26735), (42.23894, 93.36361), (42.22773, 93.21463), (42.27167, 93.47584), (42.23746, 93.34084), (42.16375, 93.29212), (42.21918, 93.39037), (42.22921, 93.34404), (42.20297, 93.32686), (42.24336, 93.32607), (42.23599, 93.44868), (42.20474, 93.34364), (42.18616, 93.55772), (42.20267, 93.34484), (42.21152, 93.39197), (42.17673, 93.34004), (42.22773, 93.24379), (42.2755, 93.28373), (42.27285, 93.41593), (42.1841, 93.19945), (42.20385, 93.33086), (42.21682, 93.26655), (42.1953, 93.36041), (42.29909, 93.49781), (42.16729, 93.40994), (42.23186, 93.34683), (42.21122, 93.26056), (42.22862, 93.34244), (42.21535, 93.54055), (42.24012, 93.32527), (42.29909, 93.52377), (42.21889, 93.35203), (42.19737, 93.43471), (42.23039, 93.34524), (42.21447, 93.21024), (42.241, 93.44948), (42.29702, 93.3025), (42.26194, 93.40914), (42.21682, 93.42592), (42.24071, 93.35163), (42.24719, 93.35083)]"
2011-05-10,23,medicine,"[(42.25958, 93.39956)]"
2011-05-10,23,nike,"[(42.23805, 93.44988)]"
2011-05-10,23,omg,"[(42.1897, 93.41074), (42.21771, 93.33565), (42.21181, 93.37719), (42.23216, 93.35882), (42.20208, 93.38877), (42.24454, 93.32607), (42.16788, 93.52417), (42.23363, 93.35722), (42.2525, 93.44189), (42.25574, 93.38039), (42.24012, 93.35922), (42.2413, 93.35722)]"
2011-05-10,23,sick,"[(42.29024, 93.42871), (42.23923, 93.35203)]"
2011-05-10,23,starbucks,"[(42.20474, 93.52138), (42.24159, 93.34084), (42.25427, 93.34644), (42.20798, 93.35203), (42.23923, 93.35882), (42.20798, 93.36041), (42.24307, 93.36161)]"
2011-05-10,23,stomach,"[(42.20798, 93.34763), (42.29024, 93.42871), (42.24307, 93.36121), (42.2413, 93.35722)]"
2011-05-10,23,twitter,"[(42.18616, 93.52977), (42.2814, 93.3728), (42.20031, 93.55693), (42.22302, 93.35362), (42.16375, 93.51978), (42.21034, 93.48743), (42.29348, 93.24019), (42.24631, 93.44908), (42.27343, 93.43111), (42.28199, 93.42033), (42.27167, 93.47584), (42.21977, 93.35642), (42.29673, 93.31009), (42.18705, 93.54654), (42.17171, 93.45987), (42.20267, 93.34484), (42.26931, 93.55093), (42.17673, 93.34004), (42.27108, 93.36601), (42.22538, 93.36361), (42.24307, 93.33605), (42.1894, 93.41713), (42.21122, 93.26056), (42.2298, 93.33405), (42.22773, 93.38078), (42.16552, 93.55053), (42.2127, 93.38278), (42.21859, 93.33525), (42.22243, 93.35762), (42.1726, 93.28652), (42.2413, 93.35442), (42.24159, 93.34044), (42.23452, 93.33445), (42.23068, 93.25617), (42.25368, 93.55093), (42.24041, 93.34723), (42.20562, 93.3732), (42.22095, 93.47105), (42.23216, 93.36401), (42.26754, 93.38877), (42.27727, 93.34204), (42.22803, 93.37399), (42.24041, 93.34404), (42.22272, 93.38318), (42.19058, 93.4407), (42.22302, 93.36041)]"
2011-05-11,0,bad,"[(42.25309, 93.25177), (42.23393, 93.24618), (42.21565, 93.34124), (42.22538, 93.54654), (42.23717, 93.34883), (42.21388, 93.34963), (42.23334, 93.33405), (42.27049, 93.33605), (42.19854, 93.35642), (42.20739, 93.26695), (42.29378, 93.28533), (42.21388, 93.38757), (42.16552, 93.48783), (42.22508, 93.20145), (42.21771, 93.35762)]"
2011-05-11,0,caught,"[(42.23894, 93.32207), (42.21506, 93.34404)]"
2011-05-11,0,feel,"[(42.21741, 93.33685), (42.2469, 93.22302), (42.2295, 93.5066), (42.21712, 93.237), (42.20651, 93.37959), (42.23894, 93.34404), (42.22479, 93.37719), (42.19795, 93.46226), (42.23982, 93.35602), (42.22921, 93.33805), (42.20739, 93.35163), (42.17407, 93.20025), (42.17791, 93.48583), (42.27432, 93.368), (42.22538, 93.56092), (42.16552, 93.48783), (42.29289, 93.44868), (42.24719, 93.35123), (42.22479, 93.24179), (42.20238, 93.21343), (42.22921, 93.26735)]"
2011-05-11,0,flu,"[(42.25899, 93.37679), (42.17348, 93.32207), (42.28287, 93.56292)]"
2011-05-11,0,hospital,"[(42.24189, 93.55812)]"
2011-05-11,0,lol,"[(42.21152, 93.49422), (42.2124, 93.37759), (42.22538, 93.54654), (42.21918, 93.35402), (42.27343, 93.48982), (42.27432, 93.47824), (42.2295, 93.46027), (42.21034, 93.35083), (42.2127, 93.32607), (42.27343, 93.2354), (42.26253, 93.42392), (42.23687, 93.48982), (42.21122, 93.34683), (42.22832, 93.36641), (42.24012, 93.22741), (42.23157, 93.34524), (42.26842, 93.52098), (42.24012, 93.31129), (42.19943, 93.41953), (42.29024, 93.39317), (42.28965, 93.20784), (42.23127, 93.34604), (42.21476, 93.31408), (42.21417, 93.26935), (42.27314, 93.47265), (42.264, 93.49701), (42.22095, 93.35602), (42.21771, 93.35762), (42.27196, 93.33525), (42.218, 93.34244), (42.26312, 93.372)]"
2011-05-11,0,medicine,"[(42.21653, 93.36121), (42.25221, 93.42192)]"
2011-05-11,0,omg,"[(42.25221, 93.42192), (42.16641, 93.42232), (42.21329, 93.39676), (42.2696, 93.36481), (42.1785, 93.47984), (42.21712, 93.23819)]"
2011-05-11,0,sick,"[(42.29113, 93.19745), (42.23894, 93.35163), (42.17407, 93.20025), (42.21506, 93.38198), (42.24985, 93.47185), (42.23717, 93.35003), (42.24307, 93.46426), (42.21712, 93.35323)]"
2011-05-11,0,starbucks,"[(42.25368, 93.55413), (42.23039, 93.56052), (42.23923, 93.33885), (42.2242, 93.34683), (42.17319, 93.46546), (42.22302, 93.35083), (42.26164, 93.41154), (42.24778, 93.51379)]"
2011-05-11,0,stomach,"[(42.17791, 93.36561), (42.21712, 93.237), (42.1782, 93.19825), (42.17112, 93.3676)]"
2011-05-11,0,twitter,"[(42.218, 93.36121), (42.19737, 93.25697), (42.20798, 93.35243), (42.22213, 93.35962), (42.22626, 93.34484), (42.28729, 93.37999), (42.29496, 93.49382), (42.19058, 93.3045), (42.29407, 93.43471), (42.29879, 93.4403), (42.22449, 93.22342), (42.22272, 93.33805), (42.16582, 93.42232), (42.22036, 93.37439), (42.19972, 93.4359), (42.23746, 93.32607), (42.27402, 93.53416), (42.23717, 93.3684), (42.22626, 93.35602), (42.23098, 93.35842), (42.20768, 93.35243), (42.2127, 93.37719), (42.19737, 93.29331), (42.2242, 93.39077), (42.22449, 93.3708), (42.21771, 93.35722), (42.17171, 93.2993), (42.16994, 93.43151), (42.22567, 93.38638), (42.23068, 93.29172), (42.26842, 93.3013), (42.23894, 93.33246), (42.16493, 93.54854), (42.21977, 93.35402)]"
2011-05-11,1,adidas,"[(42.2354, 93.3696)]"
2011-05-11,1,bad,"[(42.24248, 93.51019), (42.25781, 93.4395), (42.28818, 93.39676), (42.19913, 93.43431), (42.21712, 93.34604), (42.20798, 93.34364), (42.27019, 93.34084), (42.24041, 93.49941), (42.21741, 93.35522), (42.27668, 93.49462), (42.23923, 93.42232), (42.23393, 93.35442), (42.23245, 93.36681), (42.24513, 93.44549), (42.21918, 93.27574), (42.22538, 93.46027), (42.29407, 93.54215)]"
2011-05-11,1,caught,"[(42.17555, 93.21583)]"
2011-05-11,1,feel,"[(42.241, 93.35722), (42.24041, 93.36041), (42.24749, 93.33925), (42.24248, 93.33765), (42.29555, 93.50101), (42.28375, 93.44669), (42.2127, 93.33006), (42.29643, 93.52377), (42.23157, 93.35642), (42.18262, 93.47744), (42.21329, 93.37959), (42.16375, 93.42232), (42.19471, 93.55333), (42.24218, 93.34963), (42.24336, 93.35043), (42.24454, 93.34524)]"
2011-05-11,1,flu,"[(42.24513, 93.34324), (42.22331, 93.34883), (42.22685, 93.22022), (42.22095, 93.36121)]"
2011-05-11,1,hospital,"[(42.28169, 93.42592), (42.25162, 93.44549)]"
2011-05-11,1,lol,"[(42.22036, 93.34644), (42.21653, 93.3728), (42.17525, 93.20704), (42.20739, 93.32087), (42.23717, 93.44988), (42.218, 93.39596), (42.18469, 93.40076), (42.21741, 93.372), (42.26282, 93.5042), (42.25486, 93.41114), (42.20709, 93.37919), (42.16877, 93.56132), (42.23393, 93.35922), (42.27108, 93.19825), (42.23393, 93.36481), (42.23304, 93.25098), (42.17879, 93.54374), (42.25339, 93.29531), (42.21417, 93.37639), (42.21034, 93.55932), (42.25191, 93.56012), (42.29378, 93.44589), (42.23982, 93.33885), (42.21594, 93.32167), (42.2755, 93.34484), (42.19943, 93.45388), (42.18675, 93.39996), (42.23039, 93.34963), (42.27019, 93.20504), (42.22744, 93.37999), (42.29201, 93.235), (42.23569, 93.3704), (42.19029, 93.3728), (42.22626, 93.34444), (42.20415, 93.35722), (42.20768, 93.33445), (42.23216, 93.54934), (42.23363, 93.45867), (42.22331, 93.39117), (42.17702, 93.31768), (42.20768, 93.35922), (42.23245, 93.33445), (42.22832, 93.33006), (42.22685, 93.22022), (42.20651, 93.3688), (42.23216, 93.33126), (42.26547, 93.22342), (42.21447, 93.2378), (42.24837, 93.46107)]"
2011-05-11,1,omg,"[(42.22036, 93.34644), (42.24985, 93.22102), (42.21741, 93.372), (42.22302, 93.39676), (42.23746, 93.55493), (42.21122, 93.27973), (42.20385, 93.38478), (42.29024, 93.21982), (42.23776, 93.56212), (42.21063, 93.3736), (42.20945, 93.36641), (42.17201, 93.47065), (42.2295, 93.35522), (42.27491, 93.26456), (42.21093, 93.39836), (42.26665, 93.50101), (42.26076, 93.51339), (42.21771, 93.25457), (42.23098, 93.21463), (42.1956, 93.40355)]"
2011-05-11,1,sick,"[(42.20444, 93.54215), (42.26754, 93.55613), (42.25191, 93.56012), (42.19471, 93.55333), (42.21063, 93.34484), (42.2354, 93.34324)]"
2011-05-11,1,starbucks,"[(42.25339, 93.53456), (42.21948, 93.33845), (42.22773, 93.21143)]"
2011-05-11,1,stomach,"[(42.17407, 93.46546), (42.20739, 93.34803), (42.27697, 93.25217), (42.17201, 93.2993), (42.23894, 93.32926)]"
2011-05-11,1,twitter,"[(42.21506, 93.38278), (42.19324, 93.33645), (42.27992, 93.33965), (42.23216, 93.34644), (42.29702, 93.30689), (42.25633, 93.41913), (42.2183, 93.45667), (42.24159, 93.36681), (42.25633, 93.47185), (42.27226, 93.56012), (42.21034, 93.55932), (42.19884, 93.30729), (42.27963, 93.42113), (42.28405, 93.24379), (42.22596, 93.33845), (42.21771, 93.35243), (42.23039, 93.37519), (42.21152, 93.40275), (42.21358, 93.54135), (42.26135, 93.51818), (42.23599, 93.32287), (42.21299, 93.32846), (42.20238, 93.33445), (42.20827, 93.54095), (42.18616, 93.2993), (42.23245, 93.42951), (42.22744, 93.37999), (42.22538, 93.36201), (42.2755, 93.29012), (42.22449, 93.3704), (42.22331, 93.32686), (42.28995, 93.39357), (42.26901, 93.45388), (42.21653, 93.28612), (42.20474, 93.39357), (42.24572, 93.32806), (42.23511, 93.25537), (42.28169, 93.43111), (42.27963, 93.55533), (42.21417, 93.32247), (42.18734, 93.3005), (42.23334, 93.35922), (42.19029, 93.37599), (42.21535, 93.38797), (42.20651, 93.36041), (42.23746, 93.34204), (42.21211, 93.39956), (42.22773, 93.37799)]"
2011-05-11,2,bad,"[(42.21299, 93.27055), (42.20621, 93.35802), (42.21447, 93.35842), (42.22213, 93.34044), (42.24484, 93.32806), (42.25044, 93.42033), (42.21152, 93.39157), (42.23746, 93.33605), (42.22567, 93.34124), (42.2242, 93.35482), (42.26783, 93.24738), (42.19619, 93.4415), (42.21329, 93.39876), (42.24307, 93.34244), (42.19737, 93.21822), (42.25663, 93.24459), (42.22302, 93.37559)]"
2011-05-11,2,caught,"[(42.27343, 93.49502), (42.22685, 93.32607)]"
2011-05-11,2,feel,"[(42.17466, 93.31888), (42.241, 93.36161), (42.27491, 93.40994), (42.18734, 93.53576), (42.24955, 93.22821), (42.21299, 93.47664), (42.2183, 93.28453), (42.27845, 93.40275), (42.28729, 93.27135), (42.2124, 93.39916), (42.24159, 93.33485), (42.20886, 93.53695), (42.22272, 93.34644)]"
2011-05-11,2,fever,"[(42.23334, 93.34803), (42.21889, 93.39357)]"
2011-05-11,2,flu,"[(42.22243, 93.33046)]"
2011-05-11,2,lol,"[(42.27668, 93.4375), (42.25869, 93.22422), (42.23481, 93.33605), (42.23216, 93.32846), (42.16611, 93.38478), (42.26488, 93.39157), (42.27668, 93.55852), (42.24454, 93.41473), (42.23658, 93.35962), (42.17643, 93.32726), (42.22095, 93.35802), (42.28464, 93.48942), (42.22331, 93.30929), (42.23009, 93.3712), (42.21889, 93.23061), (42.25486, 93.41993), (42.21506, 93.35522), (42.20768, 93.37), (42.27697, 93.3684), (42.23599, 93.34803), (42.28287, 93.36681), (42.19795, 93.39197), (42.17584, 93.48663), (42.25339, 93.27654), (42.23982, 93.34124), (42.20503, 93.32766), (42.21565, 93.34284), (42.22066, 93.39397), (42.20739, 93.34683), (42.23835, 93.35243), (42.23776, 93.35922), (42.25987, 93.25337), (42.21211, 93.36361), (42.22596, 93.30889), (42.20886, 93.53695), (42.16847, 93.37799), (42.22773, 93.55812), (42.21152, 93.33405), (42.26695, 93.33685)]"
2011-05-11,2,medicine,"[(42.23186, 93.32806), (42.16965, 93.46266), (42.27756, 93.38118), (42.28199, 93.37519)]"
2011-05-11,2,omg,"[(42.29555, 93.47305), (42.24719, 93.54694), (42.20474, 93.28932), (42.21181, 93.3037), (42.19913, 93.4355), (42.22154, 93.34404), (42.16641, 93.47265), (42.29083, 93.37519), (42.2068, 93.42871), (42.2068, 93.39077), (42.21889, 93.39357), (42.2413, 93.54095), (42.24041, 93.33605)]"
2011-05-11,2,sick,"[(42.21682, 93.39357), (42.17614, 93.31408), (42.21299, 93.35123), (42.2124, 93.32567), (42.22449, 93.36441), (42.21181, 93.39876)]"
2011-05-11,2,starbucks,"[(42.21918, 93.41913), (42.27461, 93.52817), (42.23452, 93.44509), (42.24071, 93.44669), (42.25398, 93.51778), (42.22773, 93.55812)]"
2011-05-11,2,stomach,"[(42.18911, 93.3736), (42.19972, 93.40874), (42.19206, 93.42991), (42.24307, 93.34244)]"
2011-05-11,2,twitter,"[(42.24041, 93.32926), (42.20709, 93.38997), (42.22508, 93.51419), (42.24542, 93.51658), (42.1953, 93.39436), (42.20739, 93.37719), (42.2413, 93.32926), (42.22007, 93.3704), (42.21211, 93.37959), (42.17407, 93.5042), (42.23245, 93.35482), (42.23098, 93.31528), (42.26842, 93.33046), (42.23009, 93.56571), (42.16552, 93.3025), (42.16847, 93.21024), (42.22891, 93.24938), (42.20592, 93.34364), (42.29113, 93.46866), (42.25958, 93.41274), (42.23982, 93.32487), (42.22302, 93.51059), (42.17938, 93.55333), (42.25103, 93.41713), (42.19737, 93.54414), (42.21358, 93.24299), (42.28346, 93.28293), (42.23216, 93.26016), (42.25751, 93.4379), (42.21388, 93.38797), (42.20886, 93.41713), (42.2295, 93.20105), (42.21181, 93.27494), (42.23511, 93.33365)]"
2011-05-11,3,bad,"[(42.2525, 93.44789), (42.25368, 93.50261), (42.26901, 93.33765), (42.24513, 93.26336), (42.17142, 93.33765), (42.27756, 93.42871), (42.22685, 93.22022), (42.2923, 93.43151), (42.27668, 93.47145), (42.20768, 93.3688), (42.16287, 93.29571), (42.19678, 93.55772), (42.24218, 93.35522), (42.2242, 93.3688), (42.21181, 93.372), (42.21506, 93.38877), (42.21122, 93.31967), (42.241, 93.35083), (42.29938, 93.46985), (42.22361, 93.34723), (42.24159, 93.35003), (42.21034, 93.3736)]"
2011-05-11,3,caught,"[(42.22862, 93.35442), (42.21388, 93.38478), (42.18469, 93.30929)]"
2011-05-11,3,feel,"[(42.23068, 93.26975), (42.27432, 93.33845), (42.21417, 93.38118), (42.17112, 93.2354), (42.23216, 93.3736), (42.20533, 93.54814), (42.24631, 93.53256), (42.24336, 93.32167), (42.29024, 93.28093), (42.2298, 93.38558), (42.23393, 93.35323), (42.21181, 93.38198), (42.20886, 93.372), (42.2696, 93.32886), (42.21152, 93.35003), (42.25692, 93.33485), (42.27491, 93.26136), (42.21594, 93.22262)]"
2011-05-11,3,flu,"[(42.22744, 93.28173)]"
2011-05-11,3,hospital,"[(42.20709, 93.38078), (42.167, 93.37679)]"
2011-05-11,3,lol,"[(42.21063, 93.33605), (42.28169, 93.3736), (42.25869, 93.233), (42.18469, 93.4359), (42.2127, 93.35083), (42.24778, 93.33166), (42.27108, 93.42672), (42.26872, 93.21303), (42.21329, 93.35043), (42.24778, 93.55373), (42.28169, 93.27933), (42.24454, 93.48823), (42.25751, 93.41593), (42.25692, 93.42232), (42.27815, 93.54095), (42.29909, 93.53536), (42.28936, 93.33805), (42.25928, 93.26575), (42.23363, 93.35243), (42.21506, 93.38877), (42.22479, 93.28812), (42.24867, 93.51778), (42.27874, 93.3688), (42.23923, 93.33046), (42.18646, 93.4403), (42.21506, 93.49542), (42.20916, 93.35802), (42.22331, 93.36601), (42.28464, 93.31688), (42.23304, 93.35682), (42.21447, 93.3704), (42.21712, 93.35682), (42.2466, 93.48184), (42.241, 93.34963), (42.24071, 93.32487), (42.28906, 93.38118), (42.25604, 93.43391), (42.24159, 93.35003), (42.28081, 93.41553)]"
2011-05-11,3,medicine,"[(42.23511, 93.36361), (42.20886, 93.34244)]"
2011-05-11,3,omg,"[(42.21181, 93.39956), (42.1782, 93.28213), (42.2469, 93.44749), (42.23127, 93.37399), (42.20503, 93.35962), (42.23511, 93.27494), (42.26194, 93.32527), (42.22213, 93.39117), (42.27019, 93.37959), (42.20768, 93.3688), (42.26046, 93.3736), (42.22449, 93.33206), (42.22655, 93.35842), (42.22567, 93.34404), (42.29614, 93.48783), (42.21122, 93.31967), (42.22626, 93.35562), (42.23186, 93.28732), (42.21535, 93.42512), (42.18026, 93.30609)]"
2011-05-11,3,sick,"[(42.25692, 93.46706), (42.29968, 93.28772), (42.2413, 93.35482), (42.21388, 93.39077), (42.22036, 93.42312), (42.29555, 93.31848), (42.17053, 93.38198), (42.21977, 93.42871), (42.22302, 93.35243), (42.17142, 93.33046), (42.24071, 93.34444), (42.24248, 93.33086)]"
2011-05-11,3,starbucks,"[(42.23864, 93.35003), (42.21859, 93.46386), (42.23687, 93.35163)]"
2011-05-11,3,stomach,"[(42.27432, 93.33845), (42.25604, 93.21343), (42.24012, 93.32726), (42.23923, 93.33166), (42.22036, 93.42312), (42.25987, 93.55812), (42.21181, 93.39956)]"
2011-05-11,3,twitter,"[(42.2183, 93.34164), (42.29201, 93.37999), (42.20709, 93.42392), (42.18764, 93.37839), (42.29732, 93.5046), (42.21417, 93.32447), (42.18764, 93.37759), (42.24071, 93.36121), (42.23923, 93.33725), (42.17938, 93.32327), (42.17348, 93.46107), (42.27108, 93.42672), (42.23894, 93.55493), (42.2239, 93.36441), (42.21211, 93.33365), (42.21299, 93.40076), (42.26901, 93.33765), (42.27579, 93.37599), (42.29525, 93.25297), (42.20945, 93.3732), (42.16464, 93.37439), (42.21388, 93.27374), (42.26547, 93.47065), (42.25545, 93.26296), (42.16375, 93.40914), (42.21859, 93.39876), (42.28287, 93.25497), (42.2811, 93.43391), (42.22243, 93.33086), (42.24454, 93.43311), (42.17496, 93.30809), (42.24513, 93.33725), (42.24631, 93.44269), (42.2696, 93.32167), (42.21388, 93.38478), (42.22036, 93.55493), (42.19353, 93.25737), (42.21535, 93.49901), (42.20916, 93.33965), (42.25781, 93.33525), (42.18085, 93.45627), (42.21358, 93.39596), (42.24071, 93.32487), (42.28906, 93.38118), (42.22302, 93.35043), (42.2127, 93.3684), (42.20267, 93.32607), (42.28228, 93.41913)]"
2011-05-11,4,bad,"[(42.23923, 93.36321), (42.27786, 93.41394), (42.17761, 93.19905), (42.27579, 93.55293), (42.23275, 93.36521), (42.26076, 93.52537), (42.26577, 93.19546), (42.25633, 93.31808), (42.22243, 93.34963), (42.16965, 93.42472), (42.25339, 93.54534), (42.20592, 93.33845), (42.16316, 93.20824)]"
2011-05-11,4,caught,"[(42.23422, 93.36281)]"
2011-05-11,4,chills,"[(42.21004, 93.42152)]"
2011-05-11,4,feel,"[(42.27697, 93.2342), (42.18262, 93.46107), (42.22302, 93.35323), (42.22449, 93.38278), (42.25633, 93.31808), (42.18262, 93.38718), (42.23569, 93.36601), (42.23363, 93.34364), (42.22803, 93.56052), (42.22508, 93.5094), (42.2183, 93.35323), (42.23422, 93.34404), (42.22567, 93.3712), (42.24484, 93.4359)]"
2011-05-11,4,flu,"[(42.23923, 93.33365), (42.29643, 93.38997), (42.24896, 93.47744), (42.29997, 93.52537)]"
2011-05-11,4,lol,"[(42.29879, 93.32966), (42.28081, 93.55333), (42.21034, 93.38917), (42.25132, 93.46866), (42.21417, 93.35842), (42.22302, 93.53735), (42.2867, 93.40036), (42.21948, 93.51099), (42.27314, 93.32567), (42.20385, 93.40315), (42.19737, 93.30769), (42.22184, 93.36201), (42.28228, 93.44589), (42.22361, 93.37679), (42.26695, 93.46945), (42.29024, 93.26056), (42.24189, 93.35243), (42.29496, 93.25856), (42.16582, 93.56172), (42.20385, 93.34284), (42.23894, 93.35762), (42.26665, 93.51938), (42.20474, 93.39556), (42.23186, 93.33246), (42.26371, 93.25936), (42.21358, 93.37679), (42.20768, 93.35682), (42.25928, 93.38558), (42.20503, 93.34763), (42.27108, 93.26256), (42.16935, 93.47824), (42.218, 93.35802), (42.23039, 93.37519), (42.23245, 93.509), (42.19029, 93.3684), (42.20562, 93.35283), (42.2923, 93.49661), (42.22803, 93.56052), (42.21476, 93.3684), (42.2127, 93.32527), (42.23422, 93.35962), (42.24277, 93.48543), (42.21741, 93.39876), (42.26813, 93.38158), (42.20592, 93.33845), (42.27078, 93.33805), (42.21211, 93.33765), (42.29054, 93.5078), (42.21476, 93.37559)]"
2011-05-11,4,medicine,"[(42.25103, 93.505)]"
2011-05-11,4,omg,"[(42.21417, 93.38997), (42.20562, 93.38398), (42.21447, 93.38438), (42.25692, 93.41513), (42.23186, 93.32447), (42.22331, 93.35642), (42.23127, 93.24259), (42.21211, 93.33765)]"
2011-05-11,4,sick,"[(42.20739, 93.34444), (42.22331, 93.35283), (42.22007, 93.28652)]"
2011-05-11,4,starbucks,"[(42.27255, 93.28812), (42.23098, 93.32367), (42.29968, 93.51938), (42.19678, 93.31808)]"
2011-05-11,4,stomach,"[(42.22508, 93.35602), (42.21388, 93.39317), (42.25722, 93.38518), (42.26371, 93.25936), (42.17614, 93.39996), (42.16994, 93.40755)]"
